index,TYPE,YEAR,MONTH,HUNDRED_BLOCK,NEWADDRESS,lat,lon
0,Commercial Break and Enter,2013,1,10XX CAMBIE ST,"1000 CAMBIE ST ,Vancouver, Canada",49.275955,-123.118209
1,Commercial Break and Enter,2013,1,6XX THURLOW ST,"600 THURLOW ST ,Vancouver, Canada",49.286335,-123.122188
2,Commercial Break and Enter,2013,1,9XX ROBSON ST,"900 ROBSON ST ,Vancouver, Canada",49.282643,-123.12176
3,Commercial Break and Enter,2013,1,5XX W BROADWAY AVE,"500 W BROADWAY AVE ,Vancouver, Canada",49.263229,-123.115012
4,Commercial Break and Enter,2013,1,10XX W PENDER ST,"1000 W PENDER ST ,Vancouver, Canada",49.286594,-123.117806
5,Commercial Break and Enter,2013,1,12XX W 6TH AVE,"1200 W 6TH AVE ,Vancouver, Canada",49.266084,-123.131262
6,Commercial Break and Enter,2013,1,10XX MAINLAND ST,"1000 MAINLAND ST ,Vancouver, Canada",49.276591,-123.11903
7,Commercial Break and Enter,2013,1,8XX QUEBEC ST,"800 QUEBEC ST ,Vancouver, Canada",49.277141,-123.102133
8,Commercial Break and Enter,2013,1,10XX MAINLAND ST,"1000 MAINLAND ST ,Vancouver, Canada",49.276591,-123.11903
9,Commercial Break and Enter,2013,1,1XX E HASTINGS ST,"100 E HASTINGS ST ,Vancouver, Canada",49.281454,-123.102102
10,Commercial Break and Enter,2013,1,2XX UNION ST,"200 UNION ST ,Vancouver, Canada",49.27767,-123.099076
11,Commercial Break and Enter,2013,1,7XX BEATTY ST,"700 BEATTY ST ,Vancouver, Canada",49.27871,-123.112254
12,Commercial Break and Enter,2013,1,1XX W PENDER ST,"100 W PENDER ST ,Vancouver, Canada",49.281205,-123.108405
13,Commercial Break and Enter,2013,1,13XX FRANCES ST,"1300 FRANCES ST ,Vancouver, Canada",49.279485,-123.077255
14,Commercial Break and Enter,2013,1,57XX CAMBIE ST,"5700 CAMBIE ST ,Vancouver, Canada",49.233443,-123.116076
15,Commercial Break and Enter,2013,1,82XX GRANVILLE ST,"8200 GRANVILLE ST ,Vancouver, Canada",49.211472,-123.140425
16,Commercial Break and Enter,2013,1,81XX GRANVILLE ST,"8100 GRANVILLE ST ,Vancouver, Canada",49.212098,-123.140405
17,Commercial Break and Enter,2013,1,7XX E 7TH AVE,"700 E 7TH AVE ,Vancouver, Canada",49.264331,-123.089003
18,Commercial Break and Enter,2013,1,34XX LOUGHEED HWY,"3400 LOUGHEED HWY ,Vancouver, Canada",49.262081,-123.031014
19,Commercial Break and Enter,2013,1,24XX E HASTINGS ST,"2400 E HASTINGS ST ,Vancouver, Canada",49.281129,-123.056477
20,Commercial Break and Enter,2013,1,1XX E PENDER ST,"100 E PENDER ST ,Vancouver, Canada",49.280473,-123.10216
21,Commercial Break and Enter,2013,1,9XX W 21ST AVE,"900 W 21ST AVE ,Vancouver, Canada",49.252599,-123.125188
22,Commercial Break and Enter,2013,1,2XX CARRALL ST,"200 CARRALL ST ,Vancouver, Canada",49.28346,-123.104251
23,Commercial Break and Enter,2013,1,7XX BURRARD ST,"700 BURRARD ST ,Vancouver, Canada",49.285017,-123.12019
24,Commercial Break and Enter,2013,1,GRANVILLE ST / W 57TH AVE,"GRANVILLE ST / W 57TH AVE ,Vancouver, Canada",49.219132,-123.12306
25,Commercial Break and Enter,2013,1,8XX CARRALL ST,"800 CARRALL ST ,Vancouver, Canada",49.27838,-123.105657
26,Commercial Break and Enter,2013,1,14XX W GEORGIA ST,"1400 W GEORGIA ST ,Vancouver, Canada",49.289139,-123.128251
27,Commercial Break and Enter,2013,1,5XX BEATTY ST,"500 BEATTY ST ,Vancouver, Canada",49.28122,-123.108458
28,Commercial Break and Enter,2013,1,8XX NICOLA ST,"800 NICOLA ST ,Vancouver, Canada",49.288682,-123.131105
29,Commercial Break and Enter,2013,1,1XX E 11TH AVE,"100 E 11TH AVE ,Vancouver, Canada",49.261139,-123.102938
30,Commercial Break and Enter,2013,1,16XX COMMERCIAL DR,"1600 COMMERCIAL DR ,Vancouver, Canada",49.270518,-123.069593
31,Commercial Break and Enter,2013,1,6XX E 6TH AVE,"600 E 6TH AVE ,Vancouver, Canada",49.265273,-123.0909
32,Commercial Break and Enter,2013,1,9XX E 7TH AVE,"900 E 7TH AVE ,Vancouver, Canada",49.264297,-123.08491
33,Commercial Break and Enter,2013,1,5XX ABBOTT ST,"500 ABBOTT ST ,Vancouver, Canada",49.281065,-123.107583
34,Commercial Break and Enter,2013,1,26XX COMMERCIAL DR,"2600 COMMERCIAL DR ,Vancouver, Canada",0.0,0.0
35,Commercial Break and Enter,2013,1,10XX E 11TH AVE,"1000 E 11TH AVE ,Vancouver, Canada",49.26058,-123.083339
36,Commercial Break and Enter,2013,1,7XX E 7TH AVE,"700 E 7TH AVE ,Vancouver, Canada",49.264331,-123.089003
37,Commercial Break and Enter,2013,1,8XX W 6TH AVE,"800 W 6TH AVE ,Vancouver, Canada",49.265969,-123.121579
38,Commercial Break and Enter,2013,1,22XX FRASER ST,"2200 FRASER ST ,Vancouver, Canada",49.265101,-123.089087
39,Commercial Break and Enter,2013,1,64XX KNIGHT ST,"6400 KNIGHT ST ,Vancouver, Canada",49.226319,-123.077208
40,Commercial Break and Enter,2013,1,ATHLETES WAY / ONTARIO ST,"ATHLETES WAY / ONTARIO ST ,Vancouver, Canada",49.269516,-123.104644
41,Commercial Break and Enter,2013,1,6XX SEYMOUR ST,"600 SEYMOUR ST ,Vancouver, Canada",49.283049,-123.115386
42,Commercial Break and Enter,2013,1,7XX W 12TH AVE,"700 W 12TH AVE ,Vancouver, Canada",49.260491,-123.120916
43,Commercial Break and Enter,2013,1,45XX CLANCY LORANGER WAY,"4500 CLANCY LORANGER WAY ,Vancouver, Canada",49.243397,-123.108222
44,Commercial Break and Enter,2013,1,4XX E 43RD AVE,"400 E 43RD AVE ,Vancouver, Canada",49.231098,-123.097314
45,Commercial Break and Enter,2013,1,5XX BEATTY ST,"500 BEATTY ST ,Vancouver, Canada",49.28122,-123.108458
46,Commercial Break and Enter,2013,1,1XX W GEORGIA ST,"100 W GEORGIA ST ,Vancouver, Canada",49.278847,-123.112319
47,Commercial Break and Enter,2013,1,9XX W 6TH AVE,"900 W 6TH AVE ,Vancouver, Canada",49.265951,-123.124325
48,Commercial Break and Enter,2013,1,11XX E HASTINGS ST,"1100 E HASTINGS ST ,Vancouver, Canada",49.28102,-123.081438
49,Commercial Break and Enter,2013,1,20XX W 4TH AVE,"2000 W 4TH AVE ,Vancouver, Canada",49.268099,-123.150389
50,Commercial Break and Enter,2013,1,16XX W 1ST AVE,"1600 W 1ST AVE ,Vancouver, Canada",49.270583,-123.141581
51,Commercial Break and Enter,2013,1,6XX GORE AVE,"600 GORE AVE ,Vancouver, Canada",49.279435,-123.097188
52,Commercial Break and Enter,2013,1,15XX E 5TH AVE,"1500 E 5TH AVE ,Vancouver, Canada",49.266019,-123.073575
53,Commercial Break and Enter,2013,1,16XX W 8TH AVE,"1600 W 8TH AVE ,Vancouver, Canada",49.264554,-123.141085
54,Commercial Break and Enter,2013,1,10XX JERVIS ST,"1000 JERVIS ST ,Vancouver, Canada",49.284894,-123.131725
55,Commercial Break and Enter,2013,1,1XX W HASTINGS ST,"100 W HASTINGS ST ,Vancouver, Canada",49.282013,-123.107182
56,Commercial Break and Enter,2013,1,25XX W 16TH AVE,"2500 W 16TH AVE ,Vancouver, Canada",49.257428,-123.162729
57,Commercial Break and Enter,2013,1,1XX W BROADWAY AVE,"100 W BROADWAY AVE ,Vancouver, Canada",49.26305,-123.106831
58,Commercial Break and Enter,2013,1,6XX E BROADWAY AVE,"600 E BROADWAY AVE ,Vancouver, Canada",49.262492,-123.090675
59,Commercial Break and Enter,2013,1,34XX CAMBIE ST,"3400 CAMBIE ST ,Vancouver, Canada",49.254919,-123.115156
60,Commercial Break and Enter,2013,1,25XX WOODLAND DR,"2500 WOODLAND DR ,Vancouver, Canada",49.262041,-123.073642
61,Commercial Break and Enter,2013,1,1XX CAMBIE ST,"100 CAMBIE ST ,Vancouver, Canada",49.284644,-123.108677
62,Commercial Break and Enter,2013,1,13XX SEYMOUR ST,"1300 SEYMOUR ST ,Vancouver, Canada",49.275302,-123.12702
63,Commercial Break and Enter,2013,1,16XX QUEBEC ST,"1600 QUEBEC ST ,Vancouver, Canada",49.271101,-123.102329
64,Commercial Break and Enter,2013,1,14XX LAMEYS MILL RD,"1400 LAMEYS MILL RD ,Vancouver, Canada",49.266377,-123.127609
65,Commercial Break and Enter,2013,1,1XX W PENDER ST,"100 W PENDER ST ,Vancouver, Canada",49.281205,-123.108405
66,Commercial Break and Enter,2013,1,2XX UNION ST,"200 UNION ST ,Vancouver, Canada",49.27767,-123.099076
67,Commercial Break and Enter,2013,1,5XX W HASTINGS ST,"500 W HASTINGS ST ,Vancouver, Canada",49.284091,-123.11194
68,Commercial Break and Enter,2013,1,10XX BURNABY ST,"1000 BURNABY ST ,Vancouver, Canada",49.278448,-123.130358
69,Commercial Break and Enter,2013,1,5XX BURRARD ST,"500 BURRARD ST ,Vancouver, Canada",49.286335,-123.118201
70,Commercial Break and Enter,2013,1,13XX BURRARD ST,"1300 BURRARD ST ,Vancouver, Canada",49.278026,-123.130764
71,Commercial Break and Enter,2013,1,11XX W 14TH AVE,"1100 W 14TH AVE ,Vancouver, Canada",49.258757,-123.129153
72,Commercial Break and Enter,2013,1,25XX GRANVILLE ST,"2500 GRANVILLE ST ,Vancouver, Canada",49.263479,-123.138575
73,Commercial Break and Enter,2013,1,16XX HOWE ST,"1600 HOWE ST ,Vancouver, Canada",49.274339,-123.132092
74,Commercial Break and Enter,2013,1,1XX SMITHE ST,"100 SMITHE ST ,Vancouver, Canada",49.276335,-123.115283
75,Commercial Break and Enter,2013,1,8XX BURRARD ST,"800 BURRARD ST ,Vancouver, Canada",49.283297,-123.12278
76,Commercial Break and Enter,2013,1,82XX GRANVILLE ST,"8200 GRANVILLE ST ,Vancouver, Canada",49.211472,-123.140425
77,Commercial Break and Enter,2013,1,14XX W 12TH AVE,"1400 W 12TH AVE ,Vancouver, Canada",49.260734,-123.135803
78,Commercial Break and Enter,2013,1,21XX ONTARIO ST,"2100 ONTARIO ST ,Vancouver, Canada",49.266497,-123.104753
79,Commercial Break and Enter,2013,1,16XX E 13TH AVE,"1600 E 13TH AVE ,Vancouver, Canada",49.258701,-123.071929
80,Commercial Break and Enter,2013,1,4XX W HASTINGS ST,"400 W HASTINGS ST ,Vancouver, Canada",49.283434,-123.110912
81,Commercial Break and Enter,2013,1,1XX E PENDER ST,"100 E PENDER ST ,Vancouver, Canada",49.280473,-123.10216
82,Commercial Break and Enter,2013,1,9XX W GEORGIA ST,"900 W GEORGIA ST ,Vancouver, Canada",49.283683,-123.120116
83,Commercial Break and Enter,2013,1,12XX SALSBURY DR,"1200 SALSBURY DR ,Vancouver, Canada",49.273934,-123.067604
84,Commercial Break and Enter,2013,1,8XX E 8TH AVE,"800 E 8TH AVE ,Vancouver, Canada",49.263426,-123.087153
85,Commercial Break and Enter,2013,1,22XX SE MARINE DR,"2200 SE MARINE DR ,Vancouver, Canada",49.208168,-123.061597
86,Commercial Break and Enter,2013,1,1XX W CORDOVA ST,"100 W CORDOVA ST ,Vancouver, Canada",49.282946,-123.1069
87,Commercial Break and Enter,2013,1,6XX GRANVILLE ST,"600 GRANVILLE ST ,Vancouver, Canada",49.283586,-123.116467
88,Commercial Break and Enter,2013,1,41XX NANAIMO ST,"4100 NANAIMO ST ,Vancouver, Canada",49.248427,-123.056686
89,Commercial Break and Enter,2013,1,12XX W BROADWAY AVE,"1200 W BROADWAY AVE ,Vancouver, Canada",49.263493,-123.131445
90,Commercial Break and Enter,2013,1,88XX OSLER ST,"8800 OSLER ST ,Vancouver, Canada",49.205661,-123.131733
91,Commercial Break and Enter,2013,1,1XX W HASTINGS ST,"100 W HASTINGS ST ,Vancouver, Canada",49.282013,-123.107182
92,Commercial Break and Enter,2013,1,1XX KEEFER ST,"100 KEEFER ST ,Vancouver, Canada",49.279305,-123.102068
93,Commercial Break and Enter,2013,1,13XX HOWE ST,"1300 HOWE ST ,Vancouver, Canada",49.276741,-123.128771
94,Commercial Break and Enter,2013,1,45XX FRASER ST,"4500 FRASER ST ,Vancouver, Canada",49.244458,-123.090151
95,Commercial Break and Enter,2013,1,1XX DAVIE ST,"100 DAVIE ST ,Vancouver, Canada",49.273032,-123.12002
96,Commercial Break and Enter,2013,1,1XX W HASTINGS ST,"100 W HASTINGS ST ,Vancouver, Canada",49.282013,-123.107182
97,Commercial Break and Enter,2013,1,11XX E BROADWAY AVE,"1100 E BROADWAY AVE ,Vancouver, Canada",49.262424,-123.081547
98,Commercial Break and Enter,2013,1,20XX W BROADWAY AVE,"2000 W BROADWAY AVE ,Vancouver, Canada",49.263793,-123.150576
99,Commercial Break and Enter,2013,1,1XX SW MARINE DR,"100 SW MARINE DR ,Vancouver, Canada",49.212376,-123.108155
100,Commercial Break and Enter,2013,1,28XX VENABLES ST,"2800 VENABLES ST ,Vancouver, Canada",49.276644,-123.046785
101,Commercial Break and Enter,2013,1,1XX W HASTINGS ST,"100 W HASTINGS ST ,Vancouver, Canada",49.282013,-123.107182
102,Commercial Break and Enter,2013,1,33XX W 4TH AVE,"3300 W 4TH AVE ,Vancouver, Canada",49.268502,-123.177685
103,Commercial Break and Enter,2013,1,56XX STAMFORD ST,"5600 STAMFORD ST ,Vancouver, Canada",49.233346,-123.031565
104,Commercial Break and Enter,2013,1,11XX NELSON ST,"1100 NELSON ST ,Vancouver, Canada",49.282737,-123.128365
105,Commercial Break and Enter,2013,1,59XX OAK ST,"5900 OAK ST ,Vancouver, Canada",49.23209,-123.12817
106,Commercial Break and Enter,2013,1,91XX MILTON ST,"9100 MILTON ST ,Vancouver, Canada",49.204446,-123.141512
107,Commercial Break and Enter,2013,1,22XX PANDORA ST,"2200 PANDORA ST ,Vancouver, Canada",49.283007,-123.059721
108,Commercial Break and Enter,2013,1,91XX BENTLEY ST,"9100 BENTLEY ST ,Vancouver, Canada",49.204066,-123.142777
109,Commercial Break and Enter,2013,1,63XX FRASER ST,"6300 FRASER ST ,Vancouver, Canada",49.227384,-123.090618
110,Commercial Break and Enter,2013,1,1XX E 3RD AVE,"100 E 3RD AVE ,Vancouver, Canada",49.268241,-123.102752
111,Commercial Break and Enter,2013,1,BENTLEY ST / W 75TH AVE,"BENTLEY ST / W 75TH AVE ,Vancouver, Canada",49.204282,-123.142088
112,Commercial Break and Enter,2013,1,30XX QUEBEC ST,"3000 QUEBEC ST ,Vancouver, Canada",49.258425,-123.103184
113,Commercial Break and Enter,2013,1,22XX WILLOW ST,"2200 WILLOW ST ,Vancouver, Canada",49.265892,-123.121739
114,Commercial Break and Enter,2013,1,15XX E HASTINGS ST,"1500 E HASTINGS ST ,Vancouver, Canada",49.281306,-123.073953
115,Commercial Break and Enter,2013,1,12XX E GEORGIA ST,"1200 E GEORGIA ST ,Vancouver, Canada",49.278612,-123.079234
116,Commercial Break and Enter,2013,1,75XX STANLEY PARK DR,"7500 STANLEY PARK DR ,Vancouver, Canada",49.301492,-123.156248
117,Commercial Break and Enter,2013,1,56XX STANLEY PARK DR,"5600 STANLEY PARK DR ,Vancouver, Canada",49.312189,-123.142848
118,Commercial Break and Enter,2013,1,19XX TRIUMPH ST,"1900 TRIUMPH ST ,Vancouver, Canada",49.283942,-123.065514
119,Commercial Break and Enter,2013,1,23XX YORK AVE,"2300 YORK AVE ,Vancouver, Canada",49.271726,-123.157439
120,Commercial Break and Enter,2013,1,6XX STAMPS LAND,"600 STAMPS LAND ,Vancouver, Canada",49.269289,-123.118764
121,Commercial Break and Enter,2013,1,14XX HOWE ST,"1400 HOWE ST ,Vancouver, Canada",49.275657,-123.130468
122,Commercial Break and Enter,2013,1,28XX MAIN ST,"2800 MAIN ST ,Vancouver, Canada",49.260191,-123.100994
123,Commercial Break and Enter,2013,1,6XX SEYMOUR ST,"600 SEYMOUR ST ,Vancouver, Canada",49.283049,-123.115386
124,Commercial Break and Enter,2013,1,20XX E HASTINGS ST,"2000 E HASTINGS ST ,Vancouver, Canada",49.281199,-123.063749
125,Commercial Break and Enter,2013,1,4XX SEYMOUR ST,"400 SEYMOUR ST ,Vancouver, Canada",49.2847,-123.1129
126,Commercial Break and Enter,2013,1,8XX E BROADWAY AVE,"800 E BROADWAY AVE ,Vancouver, Canada",49.26247,-123.087178
127,Commercial Break and Enter,2013,1,8XX E HASTINGS ST,"800 E HASTINGS ST ,Vancouver, Canada",49.281123,-123.086984
128,Commercial Break and Enter,2013,1,12XX VENABLES ST,"1200 VENABLES ST ,Vancouver, Canada",49.276794,-123.079601
129,Commercial Break and Enter,2013,1,20XX W 4TH AVE,"2000 W 4TH AVE ,Vancouver, Canada",49.268099,-123.150389
130,Commercial Break and Enter,2013,1,4XX W HASTINGS ST,"400 W HASTINGS ST ,Vancouver, Canada",49.283434,-123.110912
131,Commercial Break and Enter,2013,1,11XX W BROADWAY AVE,"1100 W BROADWAY AVE ,Vancouver, Canada",49.263455,-123.128995
132,Commercial Break and Enter,2013,1,4XX W HASTINGS ST,"400 W HASTINGS ST ,Vancouver, Canada",49.283434,-123.110912
133,Commercial Break and Enter,2013,1,2XX CARRALL ST,"200 CARRALL ST ,Vancouver, Canada",49.28346,-123.104251
134,Commercial Break and Enter,2013,1,48XX MACKENZIE ST,"4800 MACKENZIE ST ,Vancouver, Canada",49.243427,-123.170206
135,Commercial Break and Enter,2013,1,5XX BEATTY ST,"500 BEATTY ST ,Vancouver, Canada",49.28122,-123.108458
136,Commercial Break and Enter,2013,1,3XX WATER ST,"300 WATER ST ,Vancouver, Canada",49.284366,-123.108909
137,Commercial Break and Enter,2013,1,44XX DUNBAR ST,"4400 DUNBAR ST ,Vancouver, Canada",49.247125,-123.18524
138,Mischief Over $5000,2013,1,15XX E 2ND AVE,"1500 E 2ND AVE ,Vancouver, Canada",49.268731,-123.073522
139,Mischief Over $5000,2013,1,E 44TH AVE / TYNE ST,"E 44TH AVE / TYNE ST ,Vancouver, Canada",0.0,0.0
140,Mischief Over $5000,2013,1,9XX BEATTY ST,"900 BEATTY ST ,Vancouver, Canada",49.276616,-123.115456
141,Mischief Over $5000,2013,1,49XX CONNAUGHT DR,"4900 CONNAUGHT DR ,Vancouver, Canada",49.241916,-123.142356
142,Mischief Under $5000,2013,1,63XX VICTORIA DR,"6300 VICTORIA DR ,Vancouver, Canada",49.227178,-123.065678
143,Mischief Under $5000,2013,1,10XX HAMILTON ST,"1000 HAMILTON ST ,Vancouver, Canada",49.276913,-123.119609
144,Mischief Under $5000,2013,1,1XX E HASTINGS ST,"100 E HASTINGS ST ,Vancouver, Canada",49.281454,-123.102102
145,Mischief Under $5000,2013,1,29XX W 37TH AVE,"2900 W 37TH AVE ,Vancouver, Canada",49.23851,-123.170241
146,Mischief Under $5000,2013,1,VENABLES ST / VICTORIA DR,"VENABLES ST / VICTORIA DR ,Vancouver, Canada",49.280485,-123.065577
147,Mischief Under $5000,2013,1,31XX W 34TH AVE,"3100 W 34TH AVE ,Vancouver, Canada",49.241373,-123.174391
148,Mischief Under $5000,2013,1,36XX E HASTINGS ST,"3600 E HASTINGS ST ,Vancouver, Canada",49.281151,-123.025593
149,Mischief Under $5000,2013,1,23XX W 41ST AVE,"2300 W 41ST AVE ,Vancouver, Canada",49.234653,-123.159909
150,Mischief Under $5000,2013,1,29XX CLARK DR,"2900 CLARK DR ,Vancouver, Canada",49.258739,-123.07746
151,Mischief Under $5000,2013,1,14XX E 12TH AVE,"1400 E 12TH AVE ,Vancouver, Canada",49.259615,-123.075543
152,Mischief Under $5000,2013,1,59XX WALES ST,"5900 WALES ST ,Vancouver, Canada",49.230332,-123.051612
153,Mischief Under $5000,2013,1,10XX COMMERCIAL DR,"1000 COMMERCIAL DR ,Vancouver, Canada",49.275649,-123.069728
154,Mischief Under $5000,2013,1,1XX POWELL ST,"100 POWELL ST ,Vancouver, Canada",49.28327,-123.102095
155,Mischief Under $5000,2013,1,HEATHER ST / W 14TH AVE,"HEATHER ST / W 14TH AVE ,Vancouver, Canada",49.258521,-123.108321
156,Mischief Under $5000,2013,1,27XX E 23RD AVE,"2700 E 23RD AVE ,Vancouver, Canada",49.249712,-123.049626
157,Mischief Under $5000,2013,1,E 2ND AVE / MAIN ST,"E 2ND AVE / MAIN ST ,Vancouver, Canada",44.120381,-70.391721
158,Mischief Under $5000,2013,1,15XX E 8TH AVE,"1500 E 8TH AVE ,Vancouver, Canada",49.263304,-123.073614
159,Mischief Under $5000,2013,1,BARCLAY ST / LAGOON DR,"BARCLAY ST / LAGOON DR ,Vancouver, Canada",49.293295,-123.139718
160,Mischief Under $5000,2013,1,5XX W 7TH AVE,"500 W 7TH AVE ,Vancouver, Canada",49.264972,-123.11494
161,Mischief Under $5000,2013,1,11XX DAVIE ST,"1100 DAVIE ST ,Vancouver, Canada",49.280571,-123.131325
162,Mischief Under $5000,2013,1,18XX VICTORIA DR,"1800 VICTORIA DR ,Vancouver, Canada",49.268672,-123.065766
163,Mischief Under $5000,2013,1,4XX E 55TH AVE,"400 E 55TH AVE ,Vancouver, Canada",49.220071,-123.097681
164,Mischief Under $5000,2013,1,11XX QUEBEC ST,"1100 QUEBEC ST ,Vancouver, Canada",49.274827,-123.101793
165,Mischief Under $5000,2013,1,HARO ST / THURLOW ST,"HARO ST / THURLOW ST ,Vancouver, Canada",49.28807,-123.119555
166,Mischief Under $5000,2013,1,9XX MAIN ST,"900 MAIN ST ,Vancouver, Canada",49.276775,-123.099779
167,Mischief Under $5000,2013,1,2XX W HASTINGS ST,"200 W HASTINGS ST ,Vancouver, Canada",49.282498,-123.109541
168,Mischief Under $5000,2013,1,9XX GRANVILLE ST,"900 GRANVILLE ST ,Vancouver, Canada",49.280155,-123.121409
169,Mischief Under $5000,2013,1,6XX W PENDER ST,"600 W PENDER ST ,Vancouver, Canada",49.284211,-123.114152
170,Mischief Under $5000,2013,1,1XX ABBOTT ST,"100 ABBOTT ST ,Vancouver, Canada",49.284308,-123.1062
171,Mischief Under $5000,2013,1,7XX W GEORGIA ST,"700 W GEORGIA ST ,Vancouver, Canada",49.282553,-123.118174
172,Mischief Under $5000,2013,1,29XX MAIN ST,"2900 MAIN ST ,Vancouver, Canada",49.258929,-123.101054
173,Mischief Under $5000,2013,1,1XX E 5TH AVE,"100 E 5TH AVE ,Vancouver, Canada",49.266463,-123.102822
174,Mischief Under $5000,2013,1,9XX W PENDER ST,"900 W PENDER ST ,Vancouver, Canada",49.285938,-123.116829
175,Mischief Under $5000,2013,1,41XX JERICHO DR,"4100 JERICHO DR ,Vancouver, Canada",49.225547,-123.199307
176,Mischief Under $5000,2013,1,22XX E 34TH AVE,"2200 E 34TH AVE ,Vancouver, Canada",49.238924,-123.060896
177,Mischief Under $5000,2013,1,47XX ROSS ST,"4700 ROSS ST ,Vancouver, Canada",49.242444,-123.0814
178,Mischief Under $5000,2013,1,3XX POWELL ST,"300 POWELL ST ,Vancouver, Canada",49.28322,-123.097573
179,Mischief Under $5000,2013,1,21XX E 3RD AVE,"2100 E 3RD AVE ,Vancouver, Canada",49.267737,-123.061843
180,Mischief Under $5000,2013,1,14XX E HASTINGS ST,"1400 E HASTINGS ST ,Vancouver, Canada",49.281238,-123.075583
181,Mischief Under $5000,2013,1,3XX ABBOTT ST,"300 ABBOTT ST ,Vancouver, Canada",49.282927,-123.106793
182,Mischief Under $5000,2013,1,20XX W 51ST AVE,"2000 W 51ST AVE ,Vancouver, Canada",49.224956,-123.153985
183,Mischief Under $5000,2013,1,8XX W 6TH AVE,"800 W 6TH AVE ,Vancouver, Canada",49.265969,-123.121579
184,Mischief Under $5000,2013,1,49XX VICTORIA DR,"4900 VICTORIA DR ,Vancouver, Canada",49.239727,-123.065376
185,Mischief Under $5000,2013,1,16XX MAIN ST,"1600 MAIN ST ,Vancouver, Canada",49.271153,-123.100416
186,Mischief Under $5000,2013,1,1XX E 42ND AVE,"100 E 42ND AVE ,Vancouver, Canada",49.231708,-123.10366
187,Mischief Under $5000,2013,1,13XX CARTWRIGHT ST,"1300 CARTWRIGHT ST ,Vancouver, Canada",49.269793,-123.133852
188,Mischief Under $5000,2013,1,10XX ROBSON ST,"1000 ROBSON ST ,Vancouver, Canada",49.283379,-123.122715
189,Mischief Under $5000,2013,1,18XX LORNE ST,"1800 LORNE ST ,Vancouver, Canada",49.268827,-123.09936
190,Mischief Under $5000,2013,1,17XX E 4TH AVE,"1700 E 4TH AVE ,Vancouver, Canada",49.267087,-123.069415
191,Mischief Under $5000,2013,1,2XX POWELL ST,"200 POWELL ST ,Vancouver, Canada",49.283199,-123.10008
192,Mischief Under $5000,2013,1,5XX SEYMOUR ST,"500 SEYMOUR ST ,Vancouver, Canada",49.283999,-123.11393
193,Mischief Under $5000,2013,1,39XX GLENDALE ST,"3900 GLENDALE ST ,Vancouver, Canada",49.249711,-123.02537
194,Mischief Under $5000,2013,1,32XX W 41ST AVE,"3200 W 41ST AVE ,Vancouver, Canada",49.234775,-123.175826
195,Mischief Under $5000,2013,1,17XX E 34TH AVE,"1700 E 34TH AVE ,Vancouver, Canada",49.23931,-123.071282
196,Mischief Under $5000,2013,1,8XX ABBOTT ST,"800 ABBOTT ST ,Vancouver, Canada",49.277637,-123.107712
197,Mischief Under $5000,2013,1,23XX ASH ST,"2300 ASH ST ,Vancouver, Canada",49.265013,-123.117445
198,Mischief Under $5000,2013,1,5XX GREAT NORTHERN WAY,"500 GREAT NORTHERN WAY ,Vancouver, Canada",49.266792,-123.092943
199,Mischief Under $5000,2013,1,29XX W 37TH AVE,"2900 W 37TH AVE ,Vancouver, Canada",49.23851,-123.170241
200,Mischief Under $5000,2013,1,12XX GRANVILLE ST,"1200 GRANVILLE ST ,Vancouver, Canada",49.277155,-123.12619
201,Mischief Under $5000,2013,1,69XX ONTARIO ST,"6900 ONTARIO ST ,Vancouver, Canada",49.222014,-123.106021
202,Mischief Under $5000,2013,1,6XX W 45TH AVE,"600 W 45TH AVE ,Vancouver, Canada",49.229882,-123.118293
203,Mischief Under $5000,2013,1,8XX PACIFIC ST,"800 PACIFIC ST ,Vancouver, Canada",49.276079,-123.130992
204,Mischief Under $5000,2013,1,45XX PICTON ST,"4500 PICTON ST ,Vancouver, Canada",49.243971,-123.03965
205,Mischief Under $5000,2013,1,2XX MAIN ST,"200 MAIN ST ,Vancouver, Canada",49.283189,-123.099575
206,Mischief Under $5000,2013,1,9XX E 55TH AVE,"900 E 55TH AVE ,Vancouver, Canada",49.219889,-123.086238
207,Mischief Under $5000,2013,1,E 10TH AVE / PRINCE EDWARD ST,"E 10TH AVE / PRINCE EDWARD ST ,Vancouver, Canada",49.262028,-123.102335
208,Mischief Under $5000,2013,1,HARRISON DR / VICTORIA DR,"HARRISON DR / VICTORIA DR ,Vancouver, Canada",48.424947,-123.34379
209,Mischief Under $5000,2013,1,32XX E 14TH AVE,"3200 E 14TH AVE ,Vancouver, Canada",49.257231,-123.03654
210,Mischief Under $5000,2013,1,41XX MILLER ST,"4100 MILLER ST ,Vancouver, Canada",49.248224,-123.068596
211,Mischief Under $5000,2013,1,35XX W 40TH AVE,"3500 W 40TH AVE ,Vancouver, Canada",49.235694,-123.182028
212,Mischief Under $5000,2013,1,17XX E 35TH AVE,"1700 E 35TH AVE ,Vancouver, Canada",49.23843,-123.071317
213,Mischief Under $5000,2013,1,33XX E 8TH AVE,"3300 E 8TH AVE ,Vancouver, Canada",49.262906,-123.034519
214,Mischief Under $5000,2013,1,E 7TH AVE / WINDSOR ST,"E 7TH AVE / WINDSOR ST ,Vancouver, Canada",49.25903,-123.083367
