index,TYPE,YEAR,MONTH,HUNDRED_BLOCK,NEWADDRESS,lat,lon
10521,Theft From Auto Under $5000,2013,9,8XX AVISON WAY,"800 AVISON WAY ,Vancouver, Canada",49.300384,-123.130357
10522,Theft From Auto Under $5000,2013,9,8XX AVISON WAY,"800 AVISON WAY ,Vancouver, Canada",49.300384,-123.130357
10523,Theft From Auto Under $5000,2013,9,11XX DAVIE ST,"1100 DAVIE ST ,Vancouver, Canada",49.280571,-123.131325
10524,Theft From Auto Under $5000,2013,9,RICHARDS ST / SMITHE ST,"RICHARDS ST / SMITHE ST ,Vancouver, Canada",49.278884,-123.11921
10525,Theft From Auto Under $5000,2013,9,7XX ROBSON ST,"700 ROBSON ST ,Vancouver, Canada",49.281368,-123.119815
10526,Theft From Auto Under $5000,2013,9,21XX CORNWALL AVE,"2100 CORNWALL AVE ,Vancouver, Canada",49.272542,-123.152598
10527,Theft From Auto Under $5000,2013,9,21XX CORNWALL AVE,"2100 CORNWALL AVE ,Vancouver, Canada",49.272542,-123.152598
10528,Theft From Auto Under $5000,2013,9,8XX AVISON WAY,"800 AVISON WAY ,Vancouver, Canada",49.300384,-123.130357
10529,Theft From Auto Under $5000,2013,9,21XX CORNWALL AVE,"2100 CORNWALL AVE ,Vancouver, Canada",49.272542,-123.152598
10530,Theft From Auto Under $5000,2013,9,33XX COBBLESTONE AVE,"3300 COBBLESTONE AVE ,Vancouver, Canada",49.207457,-123.03538
10531,Theft From Auto Under $5000,2013,9,20XX PARKER ST,"2000 PARKER ST ,Vancouver, Canada",49.275718,-123.063362
10532,Theft From Auto Under $5000,2013,9,BURNABY ST / BURRARD ST,"BURNABY ST / BURRARD ST ,Vancouver, Canada",49.284779,-123.120547
10533,Theft From Auto Under $5000,2013,9,PINE ST / W 10TH AVE,"PINE ST / W 10TH AVE ,Vancouver, Canada",49.262205,-123.11316
10534,Theft From Auto Under $5000,2013,9,21XX CORNWALL AVE,"2100 CORNWALL AVE ,Vancouver, Canada",49.272542,-123.152598
10535,Theft From Auto Under $5000,2013,9,22XX W 1ST AVE,"2200 W 1ST AVE ,Vancouver, Canada",49.270824,-123.155212
10536,Theft From Auto Under $5000,2013,9,11XX HARO ST,"1100 HARO ST ,Vancouver, Canada",49.283913,-123.125867
10537,Theft From Auto Under $5000,2013,9,3XX W PENDER ST,"300 W PENDER ST ,Vancouver, Canada",49.282215,-123.111004
10538,Theft From Auto Under $5000,2013,9,47XX COMMERCIAL ST,"4700 COMMERCIAL ST ,Vancouver, Canada",49.242518,-123.067986
10539,Theft From Auto Under $5000,2013,9,28XX VICTORIA DR,"2800 VICTORIA DR ,Vancouver, Canada",49.259539,-123.065949
10540,Theft From Auto Under $5000,2013,9,BORDEN ST / E KENT S AVE,"BORDEN ST / E KENT S AVE ,Vancouver, Canada",0.0,0.0
10541,Theft From Auto Under $5000,2013,9,MAIN ST / TERMINAL AVE,"MAIN ST / TERMINAL AVE ,Vancouver, Canada",49.272875,-123.101052
10542,Theft From Auto Under $5000,2013,9,5XX HORNBY ST,"500 HORNBY ST ,Vancouver, Canada",49.285617,-123.117296
10543,Theft From Auto Under $5000,2013,9,22XX ST GEORGE ST,"2200 ST GEORGE ST ,Vancouver, Canada",49.265257,-123.092981
10544,Theft From Auto Under $5000,2013,9,25XX ONTARIO ST,"2500 ONTARIO ST ,Vancouver, Canada",49.26301,-123.104882
10545,Theft From Auto Under $5000,2013,9,5XX RICHARDS ST,"500 RICHARDS ST ,Vancouver, Canada",49.283411,-123.112914
10546,Theft From Auto Under $5000,2013,9,9XX THURLOW ST,"900 THURLOW ST ,Vancouver, Canada",49.283607,-123.126328
10547,Theft From Auto Under $5000,2013,9,11XX BEACH AVE,"1100 BEACH AVE ,Vancouver, Canada",49.277593,-123.135424
10548,Theft From Auto Under $5000,2013,9,4XX E PENDER ST,"400 E PENDER ST ,Vancouver, Canada",49.280298,-123.095441
10549,Theft From Auto Under $5000,2013,9,22XX PRINCE EDWARD ST,"2200 PRINCE EDWARD ST ,Vancouver, Canada",49.26532,-123.095743
10550,Theft From Auto Under $5000,2013,9,27XX ONTARIO ST,"2700 ONTARIO ST ,Vancouver, Canada",49.261257,-123.10497
10551,Theft From Auto Under $5000,2013,9,3XX E BROADWAY AVE,"300 E BROADWAY AVE ,Vancouver, Canada",49.262852,-123.098984
10552,Theft From Auto Under $5000,2013,9,GRANVILLE ST / ROBSON ST,"GRANVILLE ST / ROBSON ST ,Vancouver, Canada",49.277737,-123.114208
10553,Theft From Auto Under $5000,2013,9,18XX POWELL ST,"1800 POWELL ST ,Vancouver, Canada",49.284233,-123.068196
10554,Theft From Auto Under $5000,2013,9,GRANVILLE ST / ROBSON ST,"GRANVILLE ST / ROBSON ST ,Vancouver, Canada",49.277737,-123.114208
10555,Theft From Auto Under $5000,2013,9,5XX UNION ST,"500 UNION ST ,Vancouver, Canada",49.277558,-123.093588
10556,Theft From Auto Under $5000,2013,9,DRAKE ST / GRANVILLE ST,"DRAKE ST / GRANVILLE ST ,Vancouver, Canada",49.243227,-123.139303
10557,Theft From Auto Under $5000,2013,9,4XX E HASTINGS ST,"400 E HASTINGS ST ,Vancouver, Canada",49.281262,-123.09539
10558,Theft From Auto Under $5000,2013,9,12XX HOMER ST,"1200 HOMER ST ,Vancouver, Canada",49.275247,-123.123271
10559,Theft From Auto Under $5000,2013,9,39XX W 32ND AVE,"3900 W 32ND AVE ,Vancouver, Canada",49.243347,-123.191251
10560,Theft From Auto Under $5000,2013,9,31XX W 3RD AVE,"3100 W 3RD AVE ,Vancouver, Canada",49.269336,-123.173771
10561,Theft From Auto Under $5000,2013,9,9XX CANADA PL,"900 CANADA PL ,Vancouver, Canada",49.287453,-123.113085
10562,Theft From Auto Under $5000,2013,9,E KENT N AVE / JELLICOE ST,"E KENT N AVE / JELLICOE ST ,Vancouver, Canada",49.207474,-123.047699
10563,Theft From Auto Under $5000,2013,9,14XX BURRARD STREET BRDG,"1400 BURRARD STREET BRDG ,Vancouver, Canada",49.263566,-123.138572
10564,Theft From Auto Under $5000,2013,9,33XX VICTORIA DR,"3300 VICTORIA DR ,Vancouver, Canada",49.255566,-123.066065
10565,Theft From Auto Under $5000,2013,9,HEATHER ST / W 22ND AVE,"HEATHER ST / W 22ND AVE ,Vancouver, Canada",49.251579,-123.11995
10566,Theft From Auto Under $5000,2013,9,1XX W 16TH AVE,"100 W 16TH AVE ,Vancouver, Canada",49.256687,-123.107107
10567,Theft From Auto Under $5000,2013,9,21XX W BROADWAY AVE,"2100 W BROADWAY AVE ,Vancouver, Canada",49.263836,-123.153066
10568,Theft From Auto Under $5000,2013,9,5XX BURRARD ST,"500 BURRARD ST ,Vancouver, Canada",49.286335,-123.118201
10569,Theft From Auto Under $5000,2013,9,CAMOSUN ST / W 33RD AVE,"CAMOSUN ST / W 33RD AVE ,Vancouver, Canada",49.241224,-123.122132
10570,Theft From Auto Under $5000,2013,9,14XX W 11TH AVE,"1400 W 11TH AVE ,Vancouver, Canada",49.261678,-123.136025
10571,Theft From Auto Under $5000,2013,9,E 58TH AVE / KNIGHT ST,"E 58TH AVE / KNIGHT ST ,Vancouver, Canada",0.0,0.0
10572,Theft From Auto Under $5000,2013,9,56XX LANCASTER ST,"5600 LANCASTER ST ,Vancouver, Canada",49.234086,-123.041702
10573,Theft From Auto Under $5000,2013,9,88XX LAUREL ST,"8800 LAUREL ST ,Vancouver, Canada",49.205852,-123.125533
10574,Theft From Auto Under $5000,2013,9,19XX PENDRELL ST,"1900 PENDRELL ST ,Vancouver, Canada",49.289106,-123.142493
10575,Theft From Auto Under $5000,2013,9,COMMERCIAL DR / E 11TH AVE,"COMMERCIAL DR / E 11TH AVE ,Vancouver, Canada",49.261058,-123.0969
10576,Theft From Auto Under $5000,2013,9,ATHLETES WAY / ONTARIO ST,"ATHLETES WAY / ONTARIO ST ,Vancouver, Canada",49.269516,-123.104644
10577,Theft From Auto Under $5000,2013,9,9XX CANADA PL,"900 CANADA PL ,Vancouver, Canada",49.287453,-123.113085
10578,Theft From Auto Under $5000,2013,9,16XX BAYSHORE DR,"1600 BAYSHORE DR ,Vancouver, Canada",49.291418,-123.129298
10579,Theft From Auto Under $5000,2013,9,ALBERTA ST / W BROADWAY AVE,"ALBERTA ST / W BROADWAY AVE ,Vancouver, Canada",49.263086,-123.108149
10580,Theft From Auto Under $5000,2013,9,E 41ST AVE / ROSS ST,"E 41ST AVE / ROSS ST ,Vancouver, Canada",49.245978,-123.081354
10581,Theft From Auto Under $5000,2013,9,6XX W PENDER ST,"600 W PENDER ST ,Vancouver, Canada",49.284211,-123.114152
10582,Theft From Auto Under $5000,2013,9,10XX MARINASIDE CRES,"1000 MARINASIDE CRES ,Vancouver, Canada",49.273204,-123.115632
10583,Theft From Auto Under $5000,2013,9,77XX TEAKWOOD PL,"7700 TEAKWOOD PL ,Vancouver, Canada",49.213891,-123.025465
10584,Theft From Auto Under $5000,2013,9,9XX RICHARDS ST,"900 RICHARDS ST ,Vancouver, Canada",49.279034,-123.119432
10585,Theft From Auto Under $5000,2013,9,1XX W CORDOVA ST,"100 W CORDOVA ST ,Vancouver, Canada",49.282946,-123.1069
10586,Theft From Auto Under $5000,2013,9,20XX NELSON ST,"2000 NELSON ST ,Vancouver, Canada",49.291077,-123.141268
10587,Theft From Auto Under $5000,2013,9,9XX CANADA PL,"900 CANADA PL ,Vancouver, Canada",49.287453,-123.113085
10588,Theft From Auto Under $5000,2013,9,CORDOVA DVRS / E CORDOVA ST,"CORDOVA DVRS / E CORDOVA ST ,Vancouver, Canada",49.282292,-123.09947
10589,Theft From Auto Under $5000,2013,9,6XX RICHARDS ST,"600 RICHARDS ST ,Vancouver, Canada",49.282165,-123.114779
10590,Theft From Auto Under $5000,2013,9,9XX GRANVILLE ST,"900 GRANVILLE ST ,Vancouver, Canada",49.280155,-123.121409
10591,Theft From Auto Under $5000,2013,9,25XX ONTARIO ST,"2500 ONTARIO ST ,Vancouver, Canada",49.26301,-123.104882
10592,Theft From Auto Under $5000,2013,9,CAMBIE ST / W CORDOVA ST,"CAMBIE ST / W CORDOVA ST ,Vancouver, Canada",49.283287,-123.108716
10593,Theft From Auto Under $5000,2013,9,6XX SE MARINE DR,"600 SE MARINE DR ,Vancouver, Canada",49.210965,-123.093294
10594,Theft From Auto Under $5000,2013,9,17XX E 14TH AVE,"1700 E 14TH AVE ,Vancouver, Canada",49.257752,-123.0698
10595,Theft From Auto Under $5000,2013,9,10XX SMITHE ST,"1000 SMITHE ST ,Vancouver, Canada",49.282997,-123.125131
10596,Theft From Auto Under $5000,2013,9,E 7TH AVE / SCOTIA ST,"E 7TH AVE / SCOTIA ST ,Vancouver, Canada",49.271855,-123.095512
10597,Theft From Auto Under $5000,2013,9,8XX E 32ND AVE,"800 E 32ND AVE ,Vancouver, Canada",49.241666,-123.087959
10598,Theft From Auto Under $5000,2013,9,COLUMBIA ST / W 10TH AVE,"COLUMBIA ST / W 10TH AVE ,Vancouver, Canada",49.262205,-123.11316
10599,Theft From Auto Under $5000,2013,9,21XX E KENT S AVE,"2100 E KENT S AVE ,Vancouver, Canada",49.263566,-123.138572
10600,Theft From Auto Under $5000,2013,9,3XX JACKSON AVE,"300 JACKSON AVE ,Vancouver, Canada",49.282155,-123.093382
10601,Theft From Auto Under $5000,2013,9,4XX RICHARDS ST,"400 RICHARDS ST ,Vancouver, Canada",49.28414,-123.111867
10602,Theft From Auto Under $5000,2013,9,44XX CAMBIE ST,"4400 CAMBIE ST ,Vancouver, Canada",49.246096,-123.115297
10603,Theft From Auto Under $5000,2013,9,1XX W 12TH AVE,"100 W 12TH AVE ,Vancouver, Canada",49.260314,-123.106962
10604,Theft From Auto Under $5000,2013,9,5XX HORNBY ST,"500 HORNBY ST ,Vancouver, Canada",49.285617,-123.117296
10605,Theft From Auto Under $5000,2013,9,11XX BROUGHTON ST,"1100 BROUGHTON ST ,Vancouver, Canada",49.284749,-123.134718
10606,Theft From Auto Under $5000,2013,9,25XX YORK AVE,"2500 YORK AVE ,Vancouver, Canada",49.271833,-123.162166
10607,Theft From Auto Under $5000,2013,9,19XX HARO ST,"1900 HARO ST ,Vancouver, Canada",49.291838,-123.138161
10608,Theft From Auto Under $5000,2013,9,5XX HORNBY ST,"500 HORNBY ST ,Vancouver, Canada",49.285617,-123.117296
10609,Theft From Auto Under $5000,2013,9,18XX FRANCES ST,"1800 FRANCES ST ,Vancouver, Canada",49.279354,-123.068318
10610,Theft From Auto Under $5000,2013,9,9XX BURRARD ST,"900 BURRARD ST ,Vancouver, Canada",49.282089,-123.124619
10611,Theft From Auto Under $5000,2013,9,17XX W 57TH AVE,"1700 W 57TH AVE ,Vancouver, Canada",49.219432,-123.145312
10612,Theft From Auto Under $5000,2013,9,11XX E 13TH AVE,"1100 E 13TH AVE ,Vancouver, Canada",49.258766,-123.081458
10613,Theft From Auto Under $5000,2013,9,4XX E 19TH AVE,"400 E 19TH AVE ,Vancouver, Canada",49.253816,-123.096575
10614,Theft From Auto Under $5000,2013,9,12XX SALSBURY DR,"1200 SALSBURY DR ,Vancouver, Canada",49.273934,-123.067604
10615,Theft From Auto Under $5000,2013,9,CHESTNUT ST / WHYTE AVE,"CHESTNUT ST / WHYTE AVE ,Vancouver, Canada",49.275786,-123.140415
10616,Theft From Auto Under $5000,2013,9,7XX RICHARDS ST,"700 RICHARDS ST ,Vancouver, Canada",49.281177,-123.116329
10617,Theft From Auto Under $5000,2013,9,43XX PRINCE EDWARD ST,"4300 PRINCE EDWARD ST ,Vancouver, Canada",49.246504,-123.096837
10618,Theft From Auto Under $5000,2013,9,6XX W 17TH AVE,"600 W 17TH AVE ,Vancouver, Canada",49.256069,-123.118159
10619,Theft From Auto Under $5000,2013,9,ADANAC ST / SALSBURY DR,"ADANAC ST / SALSBURY DR ,Vancouver, Canada",49.282838,-123.068235
10620,Theft From Auto Under $5000,2013,9,34XX PRINCE ALBERT ST,"3400 PRINCE ALBERT ST ,Vancouver, Canada",49.254243,-123.087566
10621,Theft From Auto Under $5000,2013,9,26XX E HASTINGS ST,"2600 E HASTINGS ST ,Vancouver, Canada",49.281123,-123.051945
10622,Theft From Auto Under $5000,2013,9,5XX RICHARDS ST,"500 RICHARDS ST ,Vancouver, Canada",49.283411,-123.112914
10623,Theft From Auto Under $5000,2013,9,9XX BURRARD ST,"900 BURRARD ST ,Vancouver, Canada",49.282089,-123.124619
10624,Theft From Auto Under $5000,2013,9,5XX E 8TH AVE,"500 E 8TH AVE ,Vancouver, Canada",49.26346,-123.092975
10625,Theft From Auto Under $5000,2013,9,11XX W HASTINGS ST,"1100 W HASTINGS ST ,Vancouver, Canada",49.287939,-123.119747
10626,Theft From Auto Under $5000,2013,9,43XX SW MARINE DR,"4300 SW MARINE DR ,Vancouver, Canada",49.235677,-123.199774
10627,Theft From Auto Under $5000,2013,9,35XX W 50TH AVE,"3500 W 50TH AVE ,Vancouver, Canada",49.22651,-123.182963
10628,Theft From Auto Under $5000,2013,9,1XX WATER ST,"100 WATER ST ,Vancouver, Canada",49.283891,-123.106375
10629,Theft From Auto Under $5000,2013,9,31XX ALBERTA ST,"3100 ALBERTA ST ,Vancouver, Canada",49.257737,-123.111114
10630,Theft From Auto Under $5000,2013,9,8XX HOWE ST,"800 HOWE ST ,Vancouver, Canada",49.282016,-123.120805
10631,Theft From Auto Under $5000,2013,9,1XX MIDLOTHIAN AVE,"100 MIDLOTHIAN AVE ,Vancouver, Canada",49.242157,-123.108158
10632,Theft From Auto Under $5000,2013,9,2XX E GEORGIA ST,"200 E GEORGIA ST ,Vancouver, Canada",49.278572,-123.099781
10633,Theft From Auto Under $5000,2013,9,6XX MAIN ST,"600 MAIN ST ,Vancouver, Canada",49.279489,-123.099747
10634,Theft From Auto Under $5000,2013,9,1XX DUNLEVY AVE,"100 DUNLEVY AVE ,Vancouver, Canada",49.284017,-123.095293
10635,Theft From Auto Under $5000,2013,9,30XX HEATHER ST,"3000 HEATHER ST ,Vancouver, Canada",49.258609,-123.120061
10636,Theft From Auto Under $5000,2013,9,COMMERCIAL DR / VENABLES ST,"COMMERCIAL DR / VENABLES ST ,Vancouver, Canada",49.276808,-123.080682
10637,Theft From Auto Under $5000,2013,9,17XX DAVIE ST,"1700 DAVIE ST ,Vancouver, Canada",49.286246,-123.140236
10638,Theft From Auto Under $5000,2013,9,2XX E 7TH AVE,"200 E 7TH AVE ,Vancouver, Canada",49.264612,-123.101331
10639,Theft From Auto Under $5000,2013,9,16XX COMOX ST,"1600 COMOX ST ,Vancouver, Canada",49.286612,-123.136536
10640,Theft From Auto Under $5000,2013,9,5XX RICHARDS ST,"500 RICHARDS ST ,Vancouver, Canada",49.283411,-123.112914
10641,Theft From Auto Under $5000,2013,9,6XX E CORDOVA ST,"600 E CORDOVA ST ,Vancouver, Canada",49.282131,-123.091439
10642,Theft From Auto Under $5000,2013,9,3XX WATER ST,"300 WATER ST ,Vancouver, Canada",49.284366,-123.108909
10643,Theft From Auto Under $5000,2013,9,14XX HARWOOD ST,"1400 HARWOOD ST ,Vancouver, Canada",49.28233,-123.138434
10644,Theft From Auto Under $5000,2013,9,34XX E 24TH AVE,"3400 E 24TH AVE ,Vancouver, Canada",49.248785,-123.031065
10645,Theft From Auto Under $5000,2013,9,17XX W 11TH AVE,"1700 W 11TH AVE ,Vancouver, Canada",49.261763,-123.143324
10646,Theft From Auto Under $5000,2013,9,12XX NICOLA ST,"1200 NICOLA ST ,Vancouver, Canada",49.284412,-123.13754
10647,Theft From Auto Under $5000,2013,9,46XX FRASER ST,"4600 FRASER ST ,Vancouver, Canada",49.243528,-123.090182
10648,Theft From Auto Under $5000,2013,9,61XX CYPRESS ST,"6100 CYPRESS ST ,Vancouver, Canada",49.230609,-123.149366
10649,Theft From Auto Under $5000,2013,9,24XX RENFREW ST,"2400 RENFREW ST ,Vancouver, Canada",49.262926,-123.044206
10650,Theft From Auto Under $5000,2013,9,GRAVELEY ST / MCLEAN DR,"GRAVELEY ST / MCLEAN DR ,Vancouver, Canada",49.281003,-123.074096
10651,Theft From Auto Under $5000,2013,9,62XX STANLEY PARK DR,"6200 STANLEY PARK DR ,Vancouver, Canada",49.310512,-123.149251
10652,Theft From Auto Under $5000,2013,9,E 13TH AVE / MAIN ST,"E 13TH AVE / MAIN ST ,Vancouver, Canada",47.356844,-68.329666
10653,Theft From Auto Under $5000,2013,9,8XX AVISON WAY,"800 AVISON WAY ,Vancouver, Canada",49.300384,-123.130357
10654,Theft From Auto Under $5000,2013,9,5XX JERVIS ST,"500 JERVIS ST ,Vancouver, Canada",49.289415,-123.124923
10655,Theft From Auto Under $5000,2013,9,11XX BURRARD ST,"1100 BURRARD ST ,Vancouver, Canada",49.280152,-123.127485
10656,Theft From Auto Under $5000,2013,9,CAMBIE ST / W 41ST AVE,"CAMBIE ST / W 41ST AVE ,Vancouver, Canada",49.233379,-123.112727
10657,Theft From Auto Under $5000,2013,9,1XX W GEORGIA ST,"100 W GEORGIA ST ,Vancouver, Canada",49.278847,-123.112319
10658,Theft From Auto Under $5000,2013,9,31XX E 4TH AVE,"3100 E 4TH AVE ,Vancouver, Canada",49.266652,-123.039002
10659,Theft From Auto Under $5000,2013,9,20XX KINGSWAY AVE,"2000 KINGSWAY AVE ,Vancouver, Canada",49.336402,-123.166563
10660,Theft From Auto Under $5000,2013,9,28XX E 22ND AVE,"2800 E 22ND AVE ,Vancouver, Canada",49.250609,-123.047075
10661,Theft From Auto Under $5000,2013,9,12XX BIDWELL ST,"1200 BIDWELL ST ,Vancouver, Canada",49.286246,-123.140236
10662,Theft From Auto Under $5000,2013,9,8XX W 22ND AVE,"800 W 22ND AVE ,Vancouver, Canada",49.251623,-123.122215
10663,Theft From Auto Under $5000,2013,9,CYPRESS ST / W 41ST AVE,"CYPRESS ST / W 41ST AVE ,Vancouver, Canada",49.233379,-123.112727
10664,Theft From Auto Under $5000,2013,9,61XX CYPRESS ST,"6100 CYPRESS ST ,Vancouver, Canada",49.230609,-123.149366
10665,Theft From Auto Under $5000,2013,9,1XX WATER ST,"100 WATER ST ,Vancouver, Canada",49.283891,-123.106375
10666,Theft From Auto Under $5000,2013,9,ALMA ST / W 27TH AVE,"ALMA ST / W 27TH AVE ,Vancouver, Canada",49.247092,-123.119473
10667,Theft From Auto Under $5000,2013,9,25XX MAPLE ST,"2500 MAPLE ST ,Vancouver, Canada",49.263928,-123.15045
10668,Theft From Auto Under $5000,2013,9,5XX HOWE ST,"500 HOWE ST ,Vancouver, Canada",49.285159,-123.116177
10669,Theft From Auto Under $5000,2013,9,16XX COLUMBIA ST,"1600 COLUMBIA ST ,Vancouver, Canada",49.302974,-123.029725
10670,Theft From Auto Under $5000,2013,9,CLARK DR / VENABLES ST,"CLARK DR / VENABLES ST ,Vancouver, Canada",49.276808,-123.080682
10671,Theft From Auto Under $5000,2013,9,4XX INDUSTRIAL AVE,"400 INDUSTRIAL AVE ,Vancouver, Canada",49.269524,-123.095912
10672,Theft From Auto Under $5000,2013,9,VINE ST / W 6TH AVE,"VINE ST / W 6TH AVE ,Vancouver, Canada",49.265584,-123.10577
10673,Theft From Auto Under $5000,2013,9,E 49TH AVE / KNIGHT ST,"E 49TH AVE / KNIGHT ST ,Vancouver, Canada",49.256346,-123.075845
10674,Theft From Auto Under $5000,2013,9,ARBUTUS ST / W 8TH AVE,"ARBUTUS ST / W 8TH AVE ,Vancouver, Canada",49.26431,-123.12532
10675,Theft From Auto Under $5000,2013,9,1XX ATHLETES WAY,"100 ATHLETES WAY ,Vancouver, Canada",49.271551,-123.106396
10676,Theft From Auto Under $5000,2013,9,E 19TH AVE / WINDSOR ST,"E 19TH AVE / WINDSOR ST ,Vancouver, Canada",49.25903,-123.083367
10677,Theft From Auto Under $5000,2013,9,20XX E 1ST AVE,"2000 E 1ST AVE ,Vancouver, Canada",49.269562,-123.063568
10678,Theft From Auto Under $5000,2013,9,5XX TAYLOR ST,"500 TAYLOR ST ,Vancouver, Canada",49.280717,-123.105591
10679,Theft From Auto Under $5000,2013,9,10XX E 57TH AVE,"1000 E 57TH AVE ,Vancouver, Canada",49.218181,-123.085436
10680,Theft From Auto Under $5000,2013,9,13XX W GEORGIA ST,"1300 W GEORGIA ST ,Vancouver, Canada",49.288122,-123.126825
10681,Theft From Auto Under $5000,2013,9,14XX STRATHMORE MEWS,"1400 STRATHMORE MEWS ,Vancouver, Canada",49.273144,-123.12665
10682,Theft From Auto Under $5000,2013,9,10XX SE MARINE DR,"1000 SE MARINE DR ,Vancouver, Canada",49.2111,-123.085777
10683,Theft From Auto Under $5000,2013,9,34XX E 25TH AVE,"3400 E 25TH AVE ,Vancouver, Canada",49.247883,-123.031064
10684,Theft From Auto Under $5000,2013,9,25XX E HASTINGS ST,"2500 E HASTINGS ST ,Vancouver, Canada",49.281116,-123.054578
10685,Theft From Auto Under $5000,2013,9,2XX KEEFER ST,"200 KEEFER ST ,Vancouver, Canada",49.279491,-123.099879
10686,Theft From Auto Under $5000,2013,9,17XX BARCLAY ST,"1700 BARCLAY ST ,Vancouver, Canada",49.289058,-123.135977
10687,Theft From Auto Under $5000,2013,9,66XX HUM LU SUM DR,"6600 HUM LU SUM DR ,Vancouver, Canada",49.2265,-123.191824
10688,Theft From Auto Under $5000,2013,9,72XX CAMBIE ST,"7200 CAMBIE ST ,Vancouver, Canada",49.219917,-123.116621
10689,Theft From Auto Under $5000,2013,9,11XX BROUGHTON ST,"1100 BROUGHTON ST ,Vancouver, Canada",49.284749,-123.134718
10690,Theft From Auto Under $5000,2013,9,1XX W 18TH AVE,"100 W 18TH AVE ,Vancouver, Canada",49.254708,-123.107199
10691,Theft From Auto Under $5000,2013,9,45XX W 4TH AVE,"4500 W 4TH AVE ,Vancouver, Canada",49.269017,-123.208928
10692,Theft From Auto Under $5000,2013,9,31XX GOLDEN LINK CRES,"3100 GOLDEN LINK CRES ,Vancouver, Canada",49.21777,-123.038099
10693,Theft From Auto Under $5000,2013,9,77XX MUNROE CRES,"7700 MUNROE CRES ,Vancouver, Canada",49.213783,-123.040225
10694,Theft From Auto Under $5000,2013,9,11XX ROBSON ST,"1100 ROBSON ST ,Vancouver, Canada",49.28471,-123.124857
10695,Theft From Auto Under $5000,2013,9,31XX E 58TH AVE,"3100 E 58TH AVE ,Vancouver, Canada",49.217209,-123.041449
10696,Theft From Auto Under $5000,2013,9,29XX PRINCE EDWARD ST,"2900 PRINCE EDWARD ST ,Vancouver, Canada",49.259049,-123.096321
10697,Theft From Auto Under $5000,2013,9,SEYMOUR ST / SMITHE ST,"SEYMOUR ST / SMITHE ST ,Vancouver, Canada",49.278884,-123.11921
10698,Theft From Auto Under $5000,2013,9,14XX W 12TH AVE,"1400 W 12TH AVE ,Vancouver, Canada",49.260734,-123.135803
10699,Theft From Auto Under $5000,2013,9,CAMBIE ST / W PENDER ST,"CAMBIE ST / W PENDER ST ,Vancouver, Canada",49.280553,-123.104695
10700,Theft From Auto Under $5000,2013,9,1XX W BROADWAY AVE,"100 W BROADWAY AVE ,Vancouver, Canada",49.26305,-123.106831
10701,Theft From Auto Under $5000,2013,9,CAMOSUN ST / W 33RD AVE,"CAMOSUN ST / W 33RD AVE ,Vancouver, Canada",49.241224,-123.122132
10702,Theft From Auto Under $5000,2013,9,10XX SMITHE ST,"1000 SMITHE ST ,Vancouver, Canada",49.282997,-123.125131
10703,Theft From Auto Under $5000,2013,9,1XX PACIFIC BLVD,"100 PACIFIC BLVD ,Vancouver, Canada",49.277122,-123.107376
10704,Theft From Auto Under $5000,2013,9,31XX E 58TH AVE,"3100 E 58TH AVE ,Vancouver, Canada",49.217209,-123.041449
10705,Theft From Auto Under $5000,2013,9,31XX E 58TH AVE,"3100 E 58TH AVE ,Vancouver, Canada",49.217209,-123.041449
10706,Theft From Auto Under $5000,2013,9,11XX E 62ND AVE,"1100 E 62ND AVE ,Vancouver, Canada",49.213825,-123.083147
10707,Theft From Auto Under $5000,2013,9,13XX ROBSON ST,"1300 ROBSON ST ,Vancouver, Canada",49.287086,-123.128507
10708,Theft From Auto Under $5000,2013,9,6XX E 16TH AVE,"600 E 16TH AVE ,Vancouver, Canada",49.256437,-123.091844
10709,Theft From Auto Under $5000,2013,9,1XX KEEFER PL,"100 KEEFER PL ,Vancouver, Canada",49.27971,-123.107629
10710,Theft From Auto Under $5000,2013,9,14XX W 13TH AVE,"1400 W 13TH AVE ,Vancouver, Canada",49.2598,-123.136089
10711,Theft From Auto Under $5000,2013,9,2XX ALVIN NAROD MEWS,"200 ALVIN NAROD MEWS ,Vancouver, Canada",49.274789,-123.120318
10712,Theft From Auto Under $5000,2013,9,E 1ST AVE / MAIN ST,"E 1ST AVE / MAIN ST ,Vancouver, Canada",47.245143,-68.599291
10713,Theft From Auto Under $5000,2013,9,20XX KINGSWAY AVE,"2000 KINGSWAY AVE ,Vancouver, Canada",49.336402,-123.166563
10714,Theft From Auto Under $5000,2013,9,52XX JOYCE ST,"5200 JOYCE ST ,Vancouver, Canada",49.237576,-123.032488
10715,Theft From Auto Under $5000,2013,9,1XX W GEORGIA ST,"100 W GEORGIA ST ,Vancouver, Canada",49.278847,-123.112319
10716,Theft From Auto Under $5000,2013,9,35XX W 23RD AVE,"3500 W 23RD AVE ,Vancouver, Canada",49.251933,-123.18186
10717,Theft From Auto Under $5000,2013,9,23XX ONTARIO ST,"2300 ONTARIO ST ,Vancouver, Canada",49.264674,-123.10482
10718,Theft From Auto Under $5000,2013,9,10XX PARK DR,"1000 PARK DR ,Vancouver, Canada",49.214486,-123.130113
10719,Theft From Auto Under $5000,2013,9,23XX W 2ND AVE,"2300 W 2ND AVE ,Vancouver, Canada",49.269974,-123.157445
